Product Name,Main Specs,Additional Specs,Derived Models
NVIDIA A10 PCIe,"Graphics Processor: GA102
Cores: 9216
TMUs: 288
ROPs: 96
Memory Size: 24 GB
Memory Type: GDDR6
Bus Width: 384 bit","Graphics Processor:
GPU Name: GA102
GPU Variant: GA102-890-A1
Architecture: Ampere
Foundry: Samsung
Process Size: 8 nm
Transistors: 28,300 million
Density: 45.1M / mm²
Die Size: 628 mm²
Chip Package: BGA-3328

Graphics Card:
Release Date: Apr 12th, 2021
Availability: 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x16

Clock Speeds:
Base Clock: 885 MHz
Boost Clock: 1695 MHz
Memory Clock: 1563 MHz 12.5 Gbps effective

Memory:
Memory Size: 24 GB
Memory Type: GDDR6
Memory Bus: 384 bit
Bandwidth: 600.2 GB/s

Render Config:
Shading Units: 9216
TMUs: 288
ROPs: 96
SM Count: 72
Tensor Cores: 288
RT Cores: 72
L1 Cache: 128 KB (per SM)
L2 Cache: 6 MB

Theoretical Performance:
Pixel Rate: 162.7 GPixel/s
Texture Rate: 488.2 GTexel/s
FP16 (half): 31.24 TFLOPS (1:1)
FP32 (float): 31.24 TFLOPS
FP64 (double): 976.3 GFLOPS (1:32)

Board Design:
Slot Width: Single-slot
Length: 267 mm 10.5 inches
Width: 111 mm 4.4 inches
TDP: 150 W
Suggested PSU: 450 W
Outputs: No outputs
Power Connectors: 1x 8-pin
Board Number: PG133 SKU 215

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
CUDA: 8.6
Shader Model: 6.7
NVENC: 1x 7th Gen
NVDEC: 2x 5th Gen

",없음
NVIDIA A100 PCIe 80 GB,"Graphics Processor: GA100
Cores: 6912
TMUs: 432
ROPs: 160
Memory Size: 80 GB
Memory Type: HBM2e
Bus Width: 5120 bit","Graphics Processor:
GPU Name: GA100
Architecture: Ampere
Foundry: TSMC
Process Size: 7 nm
Transistors: 54,200 million
Density: 65.6M / mm²
Die Size: 826 mm²
Chip Package: BGA-2743

Graphics Card:
Release Date: Jun 28th, 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x16

Clock Speeds:
Base Clock: 1065 MHz
Boost Clock: 1410 MHz
Memory Clock: 1512 MHz 3 Gbps effective

Memory:
Memory Size: 80 GB
Memory Type: HBM2e
Memory Bus: 5120 bit
Bandwidth: 1.94 TB/s

Render Config:
Shading Units: 6912
TMUs: 432
ROPs: 160
SM Count: 108
Tensor Cores: 432
L1 Cache: 192 KB (per SM)
L2 Cache: 80 MB

Theoretical Performance:
Pixel Rate: 225.6 GPixel/s
Texture Rate: 609.1 GTexel/s
BF16: 311.84 TFLOPS (16:1)
TF32: 155.92 TFLOPs (8:1)
FP64 Tensor: 19.49 TFLOPS (1:1)
FP16 (half): 77.97 TFLOPS (4:1)
FP32 (float): 19.49 TFLOPS
FP64 (double): 9.746 TFLOPS (1:2)

Board Design:
Slot Width: Dual-slot
Length: 267 mm 10.5 inches
Width: 111 mm 4.4 inches
TDP: 300 W
Suggested PSU: 700 W
Outputs: No outputs
Power Connectors: 8-pin EPS
Board Number: P1001 SKU 200

Graphics Features:
DirectX: N/A
OpenGL: N/A
OpenCL: 3.0
Vulkan: N/A
CUDA: 8.0
Shader Model: N/A

","기반 제품명:PNY A100 Liquid Cooled -해당 제품의 바뀐 사항 GPU Clock: 1065 MHz, Boost Clock: 1410 MHz, Memory Clock: 1512 MHz, 외의 바뀐 사항: Single-slot
"
NVIDIA A100X,"Graphics Processor: GA100
Cores: 6912
TMUs: 432
ROPs: 160
Memory Size: 80 GB
Memory Type: HBM2e
Bus Width: 5120 bit","Graphics Processor:
GPU Name: GA100
Architecture: Ampere
Foundry: TSMC
Process Size: 7 nm
Transistors: 54,200 million
Density: 65.6M / mm²
Die Size: 826 mm²
Chip Package: BGA-2743

Graphics Card:
Release Date: Jun 28th, 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 795 MHz
Boost Clock: 1440 MHz
Memory Clock: 1593 MHz 3.2 Gbps effective

Memory:
Memory Size: 80 GB
Memory Type: HBM2e
Memory Bus: 5120 bit
Bandwidth: 2.04 TB/s

Render Config:
Shading Units: 6912
TMUs: 432
ROPs: 160
SM Count: 108
Tensor Cores: 432
L1 Cache: 192 KB (per SM)
L2 Cache: 80 MB

Theoretical Performance:
Pixel Rate: 230.4 GPixel/s
Texture Rate: 622.1 GTexel/s
FP16 (half): 79.63 TFLOPS (4:1)
FP32 (float): 19.91 TFLOPS
FP64 (double): 9.953 TFLOPS (1:2)

Board Design:
Slot Width: Dual-slot
Length: 267 mm 10.5 inches
Width: 112 mm 4.4 inches
TDP: 300 W
Suggested PSU: 700 W
Outputs: No outputs
Power Connectors: 1x 16-pin

Graphics Features:
DirectX: N/A
OpenGL: N/A
OpenCL: 3.0
Vulkan: N/A
CUDA: 8.0
Shader Model: N/A

",없음
NVIDIA A10G,"Graphics Processor: GA102
Cores: 9216
TMUs: 288
ROPs: 96
Memory Size: 24 GB
Memory Type: GDDR6
Bus Width: 384 bit","Graphics Processor:
GPU Name: GA102
GPU Variant: GA102-890-A1
Architecture: Ampere
Foundry: Samsung
Process Size: 8 nm
Transistors: 28,300 million
Density: 45.1M / mm²
Die Size: 628 mm²
Chip Package: BGA-3328

Graphics Card:
Release Date: Apr 12th, 2021
Availability: 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x16

Clock Speeds:
Base Clock: 1320 MHz
Boost Clock: 1710 MHz
Memory Clock: 1563 MHz 12.5 Gbps effective

Memory:
Memory Size: 24 GB
Memory Type: GDDR6
Memory Bus: 384 bit
Bandwidth: 600.2 GB/s

Render Config:
Shading Units: 9216
TMUs: 288
ROPs: 96
SM Count: 72
Tensor Cores: 288
RT Cores: 72
L1 Cache: 128 KB (per SM)
L2 Cache: 6 MB

Theoretical Performance:
Pixel Rate: 164.2 GPixel/s
Texture Rate: 492.5 GTexel/s
FP16 (half): 31.52 TFLOPS (1:1)
FP32 (float): 31.52 TFLOPS
FP64 (double): 985.0 GFLOPS (1:32)

Board Design:
Slot Width: Single-slot
Length: 267 mm 10.5 inches
Width: 112 mm 4.4 inches
TDP: 150 W
Suggested PSU: 450 W
Outputs: No outputs
Power Connectors: 8-pin EPS
Board Number: PG133 SKU 215

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
CUDA: 8.6
Shader Model: 6.7

",없음
NVIDIA A16 PCIe,"Graphics Processor: GA107 x4
Cores: 1280 x4
TMUs: 40 x4
ROPs: 32 x4
Memory Size: 16 GB x4
Memory Type: GDDR6
Bus Width: 128 bit x4","Graphics Processor:
GPU Name: GA107
Architecture: Ampere
Foundry: Samsung
Process Size: 8 nm
Transistors: 8,700 million
Density: 43.5M / mm²
Die Size: 200 mm²
Chip Package: FCBGA-1358

Graphics Card:
Release Date: Apr 12th, 2021
Availability: 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 1312 MHz
Boost Clock: 1755 MHz
Memory Clock: 1563 MHz 12.5 Gbps effective

Memory:
Memory Size: 16 GB
Memory Type: GDDR6
Memory Bus: 128 bit
Bandwidth: 200.1 GB/s

Render Config:
Shading Units: 1280
TMUs: 40
ROPs: 32
SM Count: 10
Tensor Cores: 40
RT Cores: 10
L1 Cache: 128 KB (per SM)
L2 Cache: 2 MB

Theoretical Performance:
Pixel Rate: 56.16 GPixel/s
Texture Rate: 70.20 GTexel/s
FP16 (half): 4.493 TFLOPS (1:1)
FP32 (float): 4.493 TFLOPS
FP64 (double): 140.4 GFLOPS (1:32)

Board Design:
Slot Width: Dual-slot
Length: 267 mm 10.5 inches
Width: 112 mm 4.4 inches
TDP: 250 W
Suggested PSU: 600 W
Outputs: No outputs
Power Connectors: 8-pin EPS

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
CUDA: 8.6
Shader Model: 6.7

",없음
NVIDIA A2,"Graphics Processor: GA107
Cores: 1280
TMUs: 40
ROPs: 32
Memory Size: 16 GB
Memory Type: GDDR6
Bus Width: 128 bit","Graphics Processor:
GPU Name: GA107
Architecture: Ampere
Foundry: Samsung
Process Size: 8 nm
Transistors: 8,700 million
Density: 43.5M / mm²
Die Size: 200 mm²
Chip Package: FCBGA-1358

Graphics Card:
Release Date: Nov 10th, 2021
Generation: Quadro Ampere (Ax000)
Predecessor: Quadro Turing
Successor: Quadro Ada
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 1440 MHz
Boost Clock: 1770 MHz
Memory Clock: 1563 MHz 12.5 Gbps effective

Memory:
Memory Size: 16 GB
Memory Type: GDDR6
Memory Bus: 128 bit
Bandwidth: 200.1 GB/s

Render Config:
Shading Units: 1280
TMUs: 40
ROPs: 32
SM Count: 10
Tensor Cores: 40
RT Cores: 10
L1 Cache: 128 KB (per SM)
L2 Cache: 2 MB

Theoretical Performance:
Pixel Rate: 56.64 GPixel/s
Texture Rate: 70.80 GTexel/s
FP16 (half): 4.531 TFLOPS (1:1)
FP32 (float): 4.531 TFLOPS
FP64 (double): 70.80 GFLOPS (1:64)

Board Design:
Slot Width: Single-slot
TDP: 60 W
Suggested PSU: 250 W
Outputs: No outputs
Power Connectors: None
Board Number: PG179 SKU 220

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
CUDA: 8.6
Shader Model: 6.7

",없음
NVIDIA A2 PCIe,"Graphics Processor: GA107
Cores: 1280
TMUs: 40
ROPs: 32
Memory Size: 16 GB
Memory Type: GDDR6
Bus Width: 128 bit","Graphics Processor:
GPU Name: GA107
Architecture: Ampere
Foundry: Samsung
Process Size: 8 nm
Transistors: 8,700 million
Density: 43.5M / mm²
Die Size: 200 mm²
Chip Package: FCBGA-1358

Graphics Card:
Release Date: Nov 10th, 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 1440 MHz
Boost Clock: 1770 MHz
Memory Clock: 1563 MHz 12.5 Gbps effective

Memory:
Memory Size: 16 GB
Memory Type: GDDR6
Memory Bus: 128 bit
Bandwidth: 200.1 GB/s

Render Config:
Shading Units: 1280
TMUs: 40
ROPs: 32
SM Count: 10
Tensor Cores: 40
RT Cores: 10
L1 Cache: 128 KB (per SM)
L2 Cache: 2 MB

Theoretical Performance:
Pixel Rate: 56.64 GPixel/s
Texture Rate: 70.80 GTexel/s
FP16 (half): 4.531 TFLOPS (1:1)
FP32 (float): 4.531 TFLOPS
FP64 (double): 141.6 GFLOPS (1:32)

Board Design:
Slot Width: Single-slot
Length: 168 mm 6.6 inches
Width: 69 mm 2.7 inches
TDP: 60 W
Suggested PSU: 250 W
Outputs: No outputs
Power Connectors: None

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
CUDA: 8.6
Shader Model: 6.7

",없음
NVIDIA A30 PCIe,"Graphics Processor: GA100
Cores: 3584
TMUs: 224
ROPs: 96
Memory Size: 24 GB
Memory Type: HBM2e
Bus Width: 3072 bit","Graphics Processor:
GPU Name: GA100
Architecture: Ampere
Foundry: TSMC
Process Size: 7 nm
Transistors: 54,200 million
Density: 65.6M / mm²
Die Size: 826 mm²
Chip Package: BGA-2743

Graphics Card:
Release Date: Apr 12th, 2021
Availability: 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x16

Clock Speeds:
Base Clock: 930 MHz
Boost Clock: 1440 MHz
Memory Clock: 1215 MHz 2.4 Gbps effective

Memory:
Memory Size: 24 GB
Memory Type: HBM2e
Memory Bus: 3072 bit
Bandwidth: 933.1 GB/s

Render Config:
Shading Units: 3584
TMUs: 224
ROPs: 96
SM Count: 56
Tensor Cores: 224
L1 Cache: 192 KB (per SM)
L2 Cache: 24 MB

Theoretical Performance:
Pixel Rate: 138.2 GPixel/s
Texture Rate: 322.6 GTexel/s
FP16 (half): 10.32 TFLOPS (1:1)
FP32 (float): 10.32 TFLOPS
FP64 (double): 5.161 TFLOPS (1:2)

Board Design:
Slot Width: Dual-slot
Length: 267 mm 10.5 inches
Width: 112 mm 4.4 inches
TDP: 165 W
Suggested PSU: 450 W
Outputs: No outputs
Power Connectors: 8-pin EPS
Board Number: P1001 SKU 205

Graphics Features:
DirectX: N/A
OpenGL: N/A
OpenCL: 3.0
Vulkan: N/A
CUDA: 8.0
Shader Model: N/A

",없음
NVIDIA A30X,"Graphics Processor: GA100
Cores: 3584
TMUs: 224
ROPs: 96
Memory Size: 24 GB
Memory Type: HBM2e
Bus Width: 3072 bit","Graphics Processor:
GPU Name: GA100
Architecture: Ampere
Foundry: TSMC
Process Size: 7 nm
Transistors: 54,200 million
Density: 65.6M / mm²
Die Size: 826 mm²
Chip Package: BGA-2743

Graphics Card:
Release Date: Apr 12th, 2021
Availability: 2021
Generation: Tesla Ampere (Axx)
Predecessor: Tesla Turing
Successor: Tesla Ada
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 1035 MHz
Boost Clock: 1440 MHz
Memory Clock: 1593 MHz 3.2 Gbps effective

Memory:
Memory Size: 24 GB
Memory Type: HBM2e
Memory Bus: 3072 bit
Bandwidth: 1.22 TB/s

Render Config:
Shading Units: 3584
TMUs: 224
ROPs: 96
SM Count: 56
Tensor Cores: 224
L1 Cache: 192 KB (per SM)
L2 Cache: 24 MB

Theoretical Performance:
Pixel Rate: 138.2 GPixel/s
Texture Rate: 322.6 GTexel/s
FP16 (half): 10.32 TFLOPS (1:1)
FP32 (float): 10.32 TFLOPS
FP64 (double): 5.161 TFLOPS (1:2)

Board Design:
Slot Width: Dual-slot
Length: 267 mm 10.5 inches
Width: 112 mm 4.4 inches
TDP: 230 W
Suggested PSU: 550 W
Outputs: No outputs
Power Connectors: 1x 16-pin

Graphics Features:
DirectX: N/A
OpenGL: N/A
OpenCL: 3.0
Vulkan: N/A
CUDA: 8.0
Shader Model: N/A

",없음
NVIDIA CMP 170HX 10 GB,"Graphics Processor: GA100
Cores: 4480
TMUs: 280
ROPs: 128
Memory Size: 10 GB
Memory Type: HBM2e
Bus Width: 5120 bit","Graphics Processor:
GPU Name: GA100
GPU Variant: GA100-???F-A1
Architecture: Ampere
Foundry: TSMC
Process Size: 7 nm
Transistors: 54,200 million
Density: 65.6M / mm²
Die Size: 826 mm²
Chip Package: BGA-2743

Graphics Card:
Release Date: Sep 1st, 2021
Generation: Mining GPUs
Production: Active
Launch Price: 4,299 USD
Bus Interface: PCIe 4.0 x4

Clock Speeds:
Base Clock: 1140 MHz
Boost Clock: 1410 MHz
Memory Clock: 1215 MHz 2.4 Gbps effective

Memory:
Memory Size: 10 GB
Memory Type: HBM2e
Memory Bus: 5120 bit
Bandwidth: 1.56 TB/s

Render Config:
Shading Units: 4480
TMUs: 280
ROPs: 128
SM Count: 70
Tensor Cores: 280
L1 Cache: 192 KB (per SM)
L2 Cache: 10 MB

Theoretical Performance:
Pixel Rate: 180.5 GPixel/s
Texture Rate: 394.8 GTexel/s
FP16 (half): 50.53 TFLOPS (4:1)
FP32 (float): 12.63 TFLOPS
FP64 (double): 6.317 TFLOPS (1:2)

Board Design:
Slot Width: IGP
TDP: 250 W
Suggested PSU: 600 W
Outputs: No outputs
Power Connectors: 2x 8-pin

Graphics Features:
DirectX: N/A
OpenGL: N/A
OpenCL: 3.0
Vulkan: N/A
CUDA: 8.0
Shader Model: N/A

",없음
